"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"EMCB 104",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-001","Engineering Computing","LECTURE","T1400|H1400",80
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-002","Engineering Computing","LABORATORY","F0835",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-003","Engineering Computing","LABORATORY","F0940",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-004","Engineering Computing","LABORATORY","F1045",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-005","Engineering Computing","LABORATORY","F1150",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-006","Engineering Computing","LABORATORY","F1255",50
"EMCB 104",0,"U0028988","ZACHARY, J. L.","CP SC 1010-001","Introduction To Unix","LECTURE","F1610",50
"EMCB 122",0,"U0063547","JENSEN, P. A.","CP SC 1021-001","Introduction to Java","LECTURE","M1325",80
"MEB 3225",30,"U0063547","JENSEN, P. A.","CP SC 1021-002","Introduction to Java","LABORATORY","W1255|F1255",50
"MEB 3225",30,"U0063547","JENSEN, P. A.","CP SC 1021-003","Introduction to Java","LABORATORY","W1400|F1400",50
"AEB 310",50,"U0028988","ZACHARY, J. L.","CP SC 1050-001","Computers in Society","LECTURE","M1255|W1255|F1255",50
"OSH 175",120,"U0035173","THOMPSON, W. B.","CP SC 2000-001","Program Design C","LECTURE","T1400|H1400",80
"EMCB 226",0,"U0035173","THOMPSON, W. B.","CP SC 2000-002","Program Design C","LABORATORY","F0940",50
"EMCB 226",0,"U0035173","THOMPSON, W. B.","CP SC 2000-003","Program Design C","LABORATORY","F1045",50
"FAMB MHGH",0,"U0028988","ZACHARY, J. L.","CP SC 2010-001","Computer Science I","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-002","Computer Science I","LABORATORY","M0835",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-003","Computer Science I","LABORATORY","M0940",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-004","Computer Science I","LABORATORY","M1045",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-005","Computer Science I","LABORATORY","M1150",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-006","Computer Science I","LABORATORY","M1255",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-007","Computer Science I","LABORATORY","M1400",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-008","Computer Science I","LABORATORY","M1505",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-009","Computer Science I","LABORATORY","M1610",50
"EMCB 105",0,"U0263022","LEE, A. H.","CP SC 2020-001","Computer Science II","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-002","Computer Science II","LABORATORY","F0835",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-003","Computer Science II","LABORATORY","F0940",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-004","Computer Science II","LABORATORY","F1045",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-005","Computer Science II","LABORATORY","F1150",50
"EMCB 104",0,"U9999993","KIRBY, R. M. I.","CP SC 2100-001","Discrete Structures","LECTURE","T1225|H1225",80
"EMCB 110",0,"U9999993","KIRBY, R. M. I.","CP SC 2100-002","Discrete Structures","DISCUSSION","F1045",50
"EMCB 120",0,"U9999993","KIRBY, R. M. I.","CP SC 2100-003","Discrete Structures","DISCUSSION","F1150",50
"EMCB 122",0,"U9999993","KIRBY, R. M. I.","CP SC 2100-004","Discrete Structures","DISCUSSION","F1255",50
"EMCB 103",0,"U0294360","SLIND, K. L.","CP SC 3100-001","Models Of Computation","LECTURE","T1225|H1225",80
"EMCB 101",0,"U0281050","REGEHR, J.","CP SC 3400-001","Computer Systems","LECTURE","M1325|W1325",80
"EMCB 101",0,"U0034190","KESSLER, R. R.","CP SC 3500-001","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 3500-002","Software Practice","DISCUSSION","W0835",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 3500-003","Software Practice","DISCUSSION","W0940",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 3500-004","Software Practice","DISCUSSION","W1045",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 3500-005","Software Practice","DISCUSSION","W1150",50
"EMCB 120",0,"U0263022","LEE, A. H.","CP SC 3520-001","Programming Languages","LECTURE","T1045|H1045",80
"EMCB 104",0,"U0028245","GOPALAKRISHNAN, G.","CP SC 3710-001","Computer Design Lab","LABORATORY","T1540|H1540",80
"EMCB 101",0,"U0027837","HANSCOM, D.","CP SC 3810-001","Computer Architecture","LECTURE","T0835|H0835",115
"EMCB 103",0,"U0030391","HOLLAAR, L. A.","CP SC 396-001","Introduction to Networks","SPECIAL TOPICS","M1845|W1845",80
"EMCB 103",0,"U0030391","HOLLAAR, L. A.","CP SC 3960-001","Introduction to Networks","SPECIAL TOPICS","M1845|W1845",80
"EMCB 208",0,"U0034459","GROW, R. W.","CP SC 3991-001","CE Junior Seminar","LECTURE","T1045",50
"MEB 3105",60,"U0028988","ZACHARY, J. L.","CP SC 4010-001","Teaching Intro Comp Sci","LECTURE","W1505",55
"MEB 3105",60,"U0032422","DAVIS, A. L.","CP SC 4710-001","Comptr Eng Sr Project","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0417384","SILVA, C. T.","CP SC 4960-001","Programming Challenges","SPECIAL TOPICS","W1505",50
"EMCB 101",0,"U0034190","KESSLER, R. R.","CP SC 5010-001","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 5010-002","Software Practice","DISCUSSION","W0835",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 5010-003","Software Practice","DISCUSSION","W0940",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 5010-004","Software Practice","DISCUSSION","W1045",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 5010-005","Software Practice","DISCUSSION","W1150",50
"EMCB 114",0,"U0031775","SIKORSKI, C.","CP SC 5210-001","Adv Sci Computing I","LECTURE","T1540|H1540",80
"EMCB 112",0,"U0029780","HOLLERBACH, J. M.","CP SC 5310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"EMCB 208",0,"U0030110","HENDERSON, T. C.","CP SC 5320-001","Computer Vision","LECTURE","T1540|H1540",80
"EMCB 120",0,"U0028599","RILOFF, E. M.","CP SC 5340-001","Natural Language","LECTURE","T1400|H1400",80
"EMCB 103",0,"U0029067","CARTER, J. B.","CP SC 5460-001","Operating Systems","LECTURE","M1325|W1325",80
"EMCB 102",0,"U0412170","KASERA, S. K.","CP SC 5480-001","Networks","LECTURE","T0910|H0910",80
"EMCB 105",0,"U9999996","SILVA, J. F. D. L. E.","CP SC 5530-001","Database Systems","LECTURE","M0940|W0940|F0940",50
"EMCB 114",0,"U0028553","RIESENFELD, R. F.","CP SC 5540-001","Human/Computer Interact","LECTURE","M1045|W1045|F1045",50
