"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"WEB L101",208,"U0061533","JOHNSON, D. E.","CS 1400-001","Introduction to CS","LECTURE","T1400|H1400",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-002","Introduction to CS","LABORATORY","M1255|W1255",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-003","Introduction to CS","LABORATORY","M1400|W1400",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-004","Introduction to CS","LABORATORY","M1505|W1505",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-005","Introduction to CS","LABORATORY","M1610|W1610",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-006","Introduction to CS","LABORATORY","M1150|W1150",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-007","Introduction to CS","LABORATORY","M1045|W1045",50
"WEB L124",50,"U0061533","JOHNSON, D. E.","CS 1400-008","Introduction to CS","LABORATORY","M0940|W0940",50
"WEB L101",208,"U0028988","ZACHARY, J. L.","CS 1410-001","Object-Oriented Prog","LECTURE","M1045|W1045|F1045",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 1410-002","Object-Oriented Prog","LABORATORY","T0940",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 1410-003","Object-Oriented Prog","LABORATORY","T1045",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 1410-004","Object-Oriented Prog","LABORATORY","T1150",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 1410-005","Object-Oriented Prog","LABORATORY","T1255",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 1410-006","Object-Oriented Prog","LABORATORY","T1400",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CS 1410-007","Object-Oriented Prog","LABORATORY","T0835",50
"WEB L103",136,"U0063547","JENSEN, P. A.","CS 1410-030","Object-Oriented Prog","LECTURE","T1400|H1400",80
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-031","Object-Oriented Prog","LABORATORY","F0940",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-032","Object-Oriented Prog","LABORATORY","F1045",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-033","Object-Oriented Prog","LABORATORY","F1150",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-034","Object-Oriented Prog","LABORATORY","F1255",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-035","Object-Oriented Prog","LABORATORY","F0835",50
"WEB L103",136,"U0063547","JENSEN, P. A.","CS 1410-040","Object-Oriented Prog","LECTURE","T1400|H1400",80
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-041","Object-Oriented Prog","LABORATORY","F0940",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-042","Object-Oriented Prog","LABORATORY","F1045",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-043","Object-Oriented Prog","LABORATORY","F1150",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-044","Object-Oriented Prog","LABORATORY","F1255",50
"WEB L124",50,"U0063547","JENSEN, P. A.","CS 1410-045","Object-Oriented Prog","LABORATORY","F0835",50
"WEB L101",208,"U0849246","RAKAMARIC, Z.","CS 2100-001","Discrete Structures","LECTURE","T1225|H1225",80
"WEB L112",60,"U0849246","RAKAMARIC, Z.","CS 2100-002","Discrete Structures","DISCUSSION","F1045",50
"WEB L122",50,"U0849246","RAKAMARIC, Z.","CS 2100-003","Discrete Structures","DISCUSSION","F1150",50
"WEB L122",50,"U0849246","RAKAMARIC, Z.","CS 2100-004","Discrete Structures","DISCUSSION","F1255",50
"WEB L104",262,"U0631411","BARGTEIL, A. W.","CS 2420-001","Intro Alg & Data Struct","LECTURE","M1500|W1500",80
"MEB 3225",30,"U0631411","BARGTEIL, A. W.","CS 2420-002","Intro Alg & Data Struct","LABORATORY","F0940",50
