"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"EMCB 105",0,"U0035573","STENGER, F.","CP SC 1000-001","Engineering Computing","LECTURE","M1255|W1255",50
"EMCB 226",0,"U0035573","STENGER, F.","CP SC 1000-002","Engineering Computing","LABORATORY","T0730|H0730",50
"EMCB 226",0,"U0035573","STENGER, F.","CP SC 1000-003","Engineering Computing","LABORATORY","T0835|H0835",50
"EMCB 226",0,"U0035573","STENGER, F.","CP SC 1000-004","Engineering Computing","LABORATORY","T0940|H0940",50
"EMCB 226",0,"U0035573","STENGER, F.","CP SC 1000-005","Engineering Computing","LABORATORY","T1045|H1045",50
"EMCB 226",0,"U0035573","STENGER, F.","CP SC 1000-006","Engineering Computing","LABORATORY","T1150|H1150",50
"EMCB 226",0,"U0035573","STENGER, F.","CP SC 1000-007","Engineering Computing","LABORATORY","T1255|H1255",50
"EMCB 102",0,"U0027837","HANSCOM, D.","CP SC 1010-001","Introduction To Unix","LECTURE","M1900",50
"EMCB 101",0,"U0027837","HANSCOM, D.","CP SC 1010-003","Introduction To Unix","LECTURE","M1610",50
"EMCB 104",0,"U0027837","HANSCOM, D.","CP SC 2010-001","Computer Science I","LECTURE","T0910|H0910",80
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-002","Computer Science I","LABORATORY","W0730",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-003","Computer Science I","LABORATORY","W0835",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-004","Computer Science I","LABORATORY","W0940",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-005","Computer Science I","LABORATORY","W1045",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-006","Computer Science I","LABORATORY","W1150",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-007","Computer Science I","LABORATORY","W1255",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2010-008","Computer Science I","LABORATORY","W1400",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-009","Computer Science I","LABORATORY","W1505",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-010","Computer Science I","LABORATORY","W1610",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-011","Computer Science I","LABORATORY","W1715",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-012","Computer Science I","LABORATORY","W0835",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2010-013","Computer Science I","LABORATORY","W1045",50
"EMCB 101",0,"U0027837","HANSCOM, D.","CP SC 2020-001","Computer Science II","LECTURE","T1225|H1225",80
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-002","Computer Science II","LABORATORY","M0730",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-003","Computer Science II","LABORATORY","M0835",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-004","Computer Science II","LABORATORY","M0940",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-005","Computer Science II","LABORATORY","M1045",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-006","Computer Science II","LABORATORY","M1150",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-007","Computer Science II","LABORATORY","M1255",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-008","Computer Science II","LABORATORY","M1400",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-009","Computer Science II","LABORATORY","M1505",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-010","Computer Science II","LABORATORY","M1610",50
"EMCB 224",0,"U0027837","HANSCOM, D.","CP SC 2020-011","Computer Science II","LABORATORY","M1715",50
"EMCB 105",0,"U0028245","GOPALAKRISHNAN, G.","CP SC 3100-001","Models Of Computation","LECTURE","T1045|H1045",80
"EMCB 105",0,"U0029515","SHIRLEY, P. S.","CP SC 3510-001","Algorithms/Data Structs","LECTURE","T1225|H1225",80
"EMCB 101",0,"U0031683","BRUNVAND, E. L.","CP SC 3700-001","Digital System Design","LECTURE","T0835|H0835",115
"EMCB 110",0,"U0035099","SADWICK, L. P.","CP SC 3720-002","Analog/Dig Interfaces","LECTURE","T0910|H0910",80
"MEB 2319",1,"U0035099","SADWICK, L. P.","CP SC 3720-003","Analog/Dig Interfaces","LABORATORY","T1045",180
"MEB 2319",1,"U0035099","SADWICK, L. P.","CP SC 3720-004","Analog/Dig Interfaces","LABORATORY","W1200",180
"MEB 2319",1,"U0035099","SADWICK, L. P.","CP SC 3720-005","Analog/Dig Interfaces","LABORATORY","W1505",180
"MEB 2319",1,"U0035099","SADWICK, L. P.","CP SC 3720-006","Analog/Dig Interfaces","LABORATORY","H1505",180
"MEB 2319",1,"U0035099","SADWICK, L. P.","CP SC 3720-007","Analog/Dig Interfaces","LABORATORY","F0900",180
"MEB 2319",1,"U0035099","SADWICK, L. P.","CP SC 3720-008","Analog/Dig Interfaces","LABORATORY","T1800",180
"EMCB 102",0,"U0031683","BRUNVAND, E. L.","CP SC 4500-001","Softwre Engineering Lab","LECTURE","T1400|H1400",80
"EMCB 105",0,"U0029515","SHIRLEY, P. S.","CP SC 5020-001","Algorithms/Data Structs","LECTURE","T1225|H1225",80
"EMCB 120",0,"U0030110","HENDERSON, T. C.","CP SC 5320-001","Computer Vision","LECTURE","M1540|W1540",80
"EMCB 122",0,"U0028599","RILOFF, E. M.","CP SC 5340-001","Natural Language","LECTURE","M1400|W1400",80
"EMCB 101",0,"U0029074","HSIEH, W. C.","CP SC 5470-001","Compilers","LECTURE","M0940|W0940|F0940",50
"MEB 3225",30,"U0029074","HSIEH, W. C.","CP SC 5470-002","Compilers","DISCUSSION","F0835",50
"MEB 2325",49,"U0029074","HSIEH, W. C.","CP SC 5470-003","Compilers","DISCUSSION","F0835",50
"EMCB 114",0,"U0029074","HSIEH, W. C.","CP SC 5470-004","Compilers","DISCUSSION","F1045",50
"MINES 205",0,"U0029074","HSIEH, W. C.","CP SC 5470-005","Compilers","DISCUSSION","F1045",50
"EMCB 110",0,"U0029088","HANSEN, C. D.","CP SC 5610-001","Computer Graphics II","LECTURE","M1045|W1045|F1045",50
"EMCB 120",0,"U0030676","JOHNSON, C. R.","CP SC 5630-001","Scientifc Visualization","LECTURE","T1400|H1400",80
"EMCB 103",0,"U0031097","SMITH, K. F.","CP SC 5720-001","Adv IC Design II","LECTURE","M1400|W1400",80
"MIL S 208",0,"U0030884","MYERS, C. J.","CP SC 5750-001","Syn/Verif Asyn VLSI Sys","LECTURE","M1530|W1530",90
"EMCB 124",0,"U0028138","LINDSTROM, G. E.","CP SC 5960-001","Special Topics","SPECIAL TOPICS","T1225|H1225",80
"EMCB 110",0,"U0029088","HANSEN, C. D.","CP SC 5961-001","Special Topics","SPECIAL TOPICS","M1045|W1045|F1045",50
"MEB 3151",1,"U0080973","LIVNAT, Y.","CP SC 5963-001","Special Topics","SPECIAL TOPICS","T0910|H0910",80
"MEB 2325",49,"U0030391","HOLLAAR, L. A.","CP SC 5965-001","Special Topics","LECTURE","M1700",100
"MEB 3151",1,"U0035173","THOMPSON, W. B.","CP SC 6010-001","Research Proposals","LECTURE","M1255|W1255",80
"EMCB 120",0,"U0030110","HENDERSON, T. C.","CP SC 6320-001","Computer Vision","LECTURE","M1540|W1540",80
"EMCB 122",0,"U0028599","RILOFF, E. M.","CP SC 6340-001","Natural Language","LECTURE","M1400|W1400",80
"TBD",0,"U0029780","HOLLERBACH, J. M.","CP SC 6360-001","Virtual Reality","LECTURE","M1400|W1400",80
"EMCB 112",0,"U0176314","FLATT, M.","CP SC 6520-001","Prog Langs & Semantics","LECTURE","T1225|H1225",80
