"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"EMCB 101",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-001","Engineering Computing","LECTURE","T1400|H1400",80
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-002","Engineering Computing","LABORATORY","M0730|W0730",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-003","Engineering Computing","LABORATORY","M0835|W0835",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-004","Engineering Computing","LABORATORY","M0940|W0940",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-005","Engineering Computing","LABORATORY","M1045|W1045",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-006","Engineering Computing","LABORATORY","M1150|W1150",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-007","Engineering Computing","LABORATORY","M1255|W1255",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-008","Engineering Computing","LABORATORY","M1400|W1400",50
"EMCB 226",0,"U0029780","HOLLERBACH, J. M.","CP SC 1000-009","Engineering Computing","LABORATORY","M1505|W1505",50
"EMCB 104",0,"U0028988","ZACHARY, J. L.","CP SC 1010-001","Introduction To Unix","LECTURE","F1505",50
"EMCB 110",0,"U0063547","JENSEN, P. A.","CP SC 1021-001","Introduction to Java","LECTURE","T1400|H1400",50
"EMCB 210",0,"U0063547","JENSEN, P. A.","CP SC 1021-002","Introduction to Java","LABORATORY","T1500",55
"EMCB 210",0,"U0063547","JENSEN, P. A.","CP SC 1021-003","Introduction to Java","LABORATORY","T1610",50
"EMCB 210",0,"U0063547","JENSEN, P. A.","CP SC 1021-004","Introduction to Java","LABORATORY","T1800",50
"EMCB 110",0,"U0263022","LEE, A. H.","CP SC 2000-001","Program Design C++","LECTURE","M1400|W1400",80
"EMCB 226",0,"U0263022","LEE, A. H.","CP SC 2000-002","Program Design C++","LABORATORY","T0940",50
"EMCB 226",0,"U0263022","LEE, A. H.","CP SC 2000-003","Program Design C++","LABORATORY","T1045",50
"EMCB 226",0,"U0263022","LEE, A. H.","CP SC 2000-004","Program Design C++","LABORATORY","T1150",50
"EMCB 104",0,"U0028988","ZACHARY, J. L.","CP SC 2010-001","Computer Science I","LECTURE","M1400|W1400",80
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-002","Computer Science I","LABORATORY","F0730",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-003","Computer Science I","LABORATORY","F0835",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-004","Computer Science I","LABORATORY","F0940",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-005","Computer Science I","LABORATORY","F1045",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-006","Computer Science I","LABORATORY","F1150",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-007","Computer Science I","LABORATORY","F1255",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-008","Computer Science I","LABORATORY","F1400",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-009","Computer Science I","LABORATORY","F1505",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-010","Computer Science I","LABORATORY","H1610",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-011","Computer Science I","LABORATORY","H1715",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-012","Computer Science I","LABORATORY","H1400",50
"EMCB 226",0,"U0028988","ZACHARY, J. L.","CP SC 2010-013","Computer Science I","LABORATORY","H1505",50
"EMCB 104",0,"U0027837","HANSCOM, D.","CP SC 2020-001","Computer Science II","LECTURE","M1225|W1225",80
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-002","Computer Science II","LABORATORY","T0730",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-003","Computer Science II","LABORATORY","T0835",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-004","Computer Science II","LABORATORY","T0940",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-005","Computer Science II","LABORATORY","T1045",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-006","Computer Science II","LABORATORY","T1150",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-007","Computer Science II","LABORATORY","T1255",50
"EMCB 226",0,"U0027837","HANSCOM, D.","CP SC 2020-008","Computer Science II","LABORATORY","T1400",50
